cohort_month,month_number,active_customers,total_revenue,avg_revenue_per_active_customer,avg_orders_per_active_customer,cumulative_ltv,cohort_size,cumulative_ltv_per_user
2021-01,61,8,895.7,111.96,1,85558.88,205,417.36
2021-01,62,10,878.76,87.88,1,86437.64,205,421.65
2021-02,0,183,24110.68,131.75,1.02,24110.68,183,131.75
2021-02,1,12,1729.75,144.15,1.08,25840.43,183,141.2
2021-02,2,4,350.36,87.59,1,26190.79,183,143.12
2021-02,3,10,1619.19,161.92,1,27809.98,183,151.97
2021-02,4,7,698.77,99.82,1,28508.75,183,155.79
2021-02,5,5,166.42,33.28,1,28675.17,183,156.69
2021-02,6,9,620.65,68.96,1,29295.82,183,160.09
2021-02,7,6,443.68,73.95,1,29739.5,183,162.51
2021-02,8,5,260.6,52.12,1,30000.1,183,163.93
2021-02,9,7,595.88,85.13,1,30595.98,183,167.19
2021-02,10,7,1747.7,249.67,1,32343.68,183,176.74
2021-02,11,7,666.49,95.21,1,33010.17,183,180.38
2021-02,12,5,748.35,149.67,1,33758.52,183,184.47
2021-02,13,4,303.88,75.97,1,34062.4,183,186.13
2021-02,14,8,860.58,107.57,1.13,34922.98,183,190.84
2021-02,15,9,1910.4,212.27,1,36833.38,183,201.28
2021-02,16,4,279.31,69.83,1,37112.69,183,202.8
2021-02,17,10,1740.51,174.05,1,38853.2,183,212.31
2021-02,18,13,1056.02,81.23,1,39909.22,183,218.08
2021-02,19,7,813.57,116.22,1,40722.79,183,222.53
2021-02,20,6,1314.82,219.14,1,42037.61,183,229.71
2021-02,21,7,686.4,98.06,1,42724.01,183,233.46
2021-02,22,10,1170.7,117.07,1.1,43894.71,183,239.86
2021-02,23,9,1186.74,131.86,1,45081.45,183,246.35
2021-02,24,5,193.66,38.73,1,45275.11,183,247.4
2021-02,25,8,1378.97,172.37,1,46654.08,183,254.94
2021-02,26,7,943.31,134.76,1,47597.39,183,260.1
2021-02,27,12,1407.36,117.28,1,49004.75,183,267.79
2021-02,28,5,499.71,99.94,1.2,49504.46,183,270.52
2021-02,29,10,819.25,81.92,1,50323.71,183,274.99
2021-02,30,10,1329.81,132.98,1,51653.52,183,282.26
2021-02,31,6,452.43,75.41,1,52105.95,183,284.73
2021-02,32,8,562.01,70.25,1,52667.96,183,287.8
2021-02,33,10,1049.67,104.97,1,53717.63,183,293.54
2021-02,34,9,893.56,99.28,1,54611.19,183,298.42
2021-02,35,7,464.7,66.39,1,55075.89,183,300.96
2021-02,36,4,485.61,121.4,1,55561.5,183,303.61
2021-02,37,9,1419.53,157.73,1,56981.03,183,311.37
2021-02,38,11,2292.09,208.37,1,59273.12,183,323.9
2021-02,39,8,827.46,103.43,1,60100.58,183,328.42
2021-02,40,6,955.61,159.27,1,61056.19,183,333.64
2021-02,41,6,1011.32,168.55,1,62067.51,183,339.17
2021-02,42,7,851.79,121.68,1,62919.3,183,343.82
2021-02,43,8,1901.84,237.73,1,64821.14,183,354.21
2021-02,44,7,409.55,58.51,1,65230.69,183,356.45
2021-02,45,9,1714.94,190.55,1,66945.63,183,365.82
2021-02,46,9,1224.83,136.09,1,68170.46,183,372.52
2021-02,47,11,1605.31,145.94,1,69775.77,183,381.29
2021-02,48,11,1612.3,146.57,1,71388.07,183,390.1
2021-02,49,9,656.89,72.99,1,72044.96,183,393.69
2021-02,50,9,1338.56,148.73,1,73383.52,183,401
2021-02,51,9,842.44,93.6,1,74225.96,183,405.61
2021-02,52,9,783.2,87.02,1,75009.16,183,409.89
2021-02,53,7,616.49,88.07,1,75625.65,183,413.25
2021-02,54,9,1734.59,192.73,1.11,77360.24,183,422.73
2021-02,55,6,1271.84,211.97,1.17,78632.08,183,429.68
2021-02,56,7,883.9,126.27,1,79515.98,183,434.51
2021-02,57,8,1208.73,151.09,1,80724.71,183,441.12
2021-02,58,12,1543.96,128.66,1,82268.67,183,449.56
2021-02,59,7,516.5,73.79,1.14,82785.17,183,452.38
2021-02,60,13,1940.76,149.29,1,84725.93,183,462.98
2021-02,61,9,573.78,63.75,1,85299.71,183,466.12
2021-03,0,185,23551.69,127.31,1.02,23551.69,185,127.31
2021-03,1,5,639.96,127.99,1,24191.65,185,130.77
2021-03,2,8,1026.14,128.27,1,25217.79,185,136.31
2021-03,3,6,310.25,51.71,1,25528.04,185,137.99
2021-03,4,6,265.02,44.17,1,25793.06,185,139.42
2021-03,5,4,269.56,67.39,1,26062.62,185,140.88
2021-03,6,6,726.06,121.01,1,26788.68,185,144.8
2021-03,7,9,487.45,54.16,1,27276.13,185,147.44
2021-03,8,8,770.51,96.31,1,28046.64,185,151.6
2021-03,9,7,1825.2,260.74,1,29871.84,185,161.47
2021-03,10,10,1199.58,119.96,1,31071.42,185,167.95
2021-03,11,6,659.31,109.88,1,31730.73,185,171.52
2021-03,12,5,370.97,74.19,1,32101.7,185,173.52
2021-03,13,7,853.48,121.93,1.14,32955.18,185,178.14
2021-03,14,9,838.25,93.14,1.11,33793.43,185,182.67
2021-03,15,6,620.37,103.39,1,34413.8,185,186.02
2021-03,16,6,699.42,116.57,1,35113.22,185,189.8
2021-03,17,8,1143.26,142.91,1,36256.48,185,195.98
2021-03,18,10,812.55,81.25,1,37069.03,185,200.37
2021-03,19,11,664.54,60.41,1,37733.57,185,203.97
2021-03,20,10,1462.88,146.29,1,39196.45,185,211.87
2021-03,21,4,411.84,102.96,1,39608.29,185,214.1
2021-03,22,10,802.07,80.21,1.1,40410.36,185,218.43
2021-03,23,4,157.4,39.35,1,40567.76,185,219.29
2021-03,24,8,850.35,106.29,1,41418.11,185,223.88
2021-03,25,10,1601.53,160.15,1.1,43019.64,185,232.54
2021-03,26,5,1432.62,286.52,1,44452.26,185,240.28
2021-03,27,7,1126.29,160.9,1.14,45578.55,185,246.37
2021-03,28,7,448.43,64.06,1,46026.98,185,248.79
2021-03,29,9,1773.39,197.04,1,47800.37,185,258.38
2021-03,30,8,1321.57,165.2,1,49121.94,185,265.52
2021-03,31,8,789.27,98.66,1,49911.21,185,269.79
2021-03,32,8,573.65,71.71,1,50484.86,185,272.89
2021-03,33,13,1329.44,102.26,1.08,51814.3,185,280.08
2021-03,34,8,919.96,114.99,1,52734.26,185,285.05
2021-03,35,7,884.74,126.39,1.14,53619,185,289.83
2021-03,36,11,922.9,83.9,1,54541.9,185,294.82
2021-03,37,5,891.76,178.35,1.2,55433.66,185,299.64
2021-03,38,9,736.49,81.83,1,56170.15,185,303.62
2021-03,39,7,645.67,92.24,1,56815.82,185,307.11
2021-03,40,7,904.12,129.16,1,57719.94,185,312
2021-03,41,9,1468.54,163.17,1.11,59188.48,185,319.94
2021-03,42,10,1003.37,100.34,1,60191.85,185,325.36
2021-03,43,5,766.09,153.22,1,60957.94,185,329.5
2021-03,44,6,929.32,154.89,1,61887.26,185,334.53
2021-03,45,9,1732.79,192.53,1,63620.05,185,343.89
2021-03,46,5,272.25,54.45,1,63892.3,185,345.36
2021-03,47,9,1145.37,127.26,1,65037.67,185,351.55
2021-03,48,13,2011.42,154.72,1.08,67049.09,185,362.43
2021-03,49,7,691.21,98.74,1,67740.3,185,366.16
2021-03,50,7,1019.21,145.6,1,68759.51,185,371.67
2021-03,51,5,690.34,138.07,1,69449.85,185,375.4
2021-03,52,12,1489.28,124.11,1,70939.13,185,383.45
2021-03,53,6,659.05,109.84,1.17,71598.18,185,387.02
2021-03,54,5,1301.54,260.31,1,72899.72,185,394.05
2021-03,55,4,403.36,100.84,1,73303.08,185,396.23
2021-03,56,6,854.8,142.47,1,74157.88,185,400.85
2021-03,57,6,801.13,133.52,1.17,74959.01,185,405.18
2021-03,58,10,1151.6,115.16,1.1,76110.61,185,411.41
2021-03,59,7,1068.4,152.63,1,77179.01,185,417.18
2021-03,60,11,1304.92,118.63,1,78483.93,185,424.24
2021-04,0,140,16426.59,117.33,1.02,16426.59,140,117.33
2021-04,1,5,957.25,191.45,1,17383.84,140,124.17
2021-04,2,2,301.68,150.84,1,17685.52,140,126.33
2021-04,3,7,579.13,82.73,1,18264.65,140,130.46
2021-04,4,8,1652.62,206.58,1,19917.27,140,142.27
2021-04,5,9,1032.32,114.7,1.11,20949.59,140,149.64
2021-04,6,9,878.07,97.56,1,21827.66,140,155.91
2021-04,7,6,270.47,45.08,1,22098.13,140,157.84
2021-04,8,7,1136,162.29,1,23234.13,140,165.96
2021-04,9,5,511.33,102.27,1,23745.46,140,169.61
2021-04,10,4,186.06,46.52,1,23931.52,140,170.94
2021-04,11,8,1453.93,181.74,1,25385.45,140,181.32
2021-04,12,4,878.21,219.55,1,26263.66,140,187.6
2021-04,13,7,530.49,75.78,1,26794.15,140,191.39
2021-04,14,5,829.5,165.9,1.2,27623.65,140,197.31
2021-04,15,5,518.45,103.69,1,28142.1,140,201.01
2021-04,16,6,286.88,47.81,1,28428.98,140,203.06
2021-04,17,7,870.14,124.31,1,29299.12,140,209.28
2021-04,18,5,454.49,90.9,1.2,29753.61,140,212.53
2021-04,19,5,1483.73,296.75,1,31237.34,140,223.12
2021-04,20,5,486.88,97.38,1,31724.22,140,226.6
2021-04,21,6,403.21,67.2,1,32127.43,140,229.48
2021-04,22,3,166.67,55.56,1,32294.1,140,230.67
2021-04,23,2,303.22,151.61,1,32597.32,140,232.84
2021-04,24,7,638.49,91.21,1,33235.81,140,237.4
2021-04,25,8,517.3,64.66,1,33753.11,140,241.09
2021-04,26,4,336.7,84.17,1,34089.81,140,243.5
2021-04,27,4,588.18,147.05,1,34677.99,140,247.7
2021-04,28,4,1393.06,348.26,1,36071.05,140,257.65
2021-04,29,8,678.22,84.78,1.13,36749.27,140,262.49
2021-04,30,5,937.36,187.47,1,37686.63,140,269.19
2021-04,31,5,205.57,41.11,1,37892.2,140,270.66
2021-04,32,7,554.25,79.18,1.14,38446.45,140,274.62
2021-04,33,5,336.89,67.38,1,38783.34,140,277.02
2021-04,34,3,355.43,118.48,1,39138.77,140,279.56
2021-04,35,4,575.04,143.76,1,39713.81,140,283.67
2021-04,36,4,343.98,86,1,40057.79,140,286.13
2021-04,37,5,325.43,65.09,1,40383.22,140,288.45
2021-04,38,3,268.89,89.63,1,40652.11,140,290.37
2021-04,39,5,565.21,113.04,1,41217.32,140,294.41
2021-04,40,3,172.34,57.45,1,41389.66,140,295.64
2021-04,41,3,308.72,102.91,1,41698.38,140,297.85
2021-04,42,2,254.49,127.24,1,41952.87,140,299.66
2021-04,43,3,214.79,71.6,1,42167.66,140,301.2
2021-04,44,3,398.9,132.97,1,42566.56,140,304.05
2021-04,45,6,791.59,131.93,1,43358.15,140,309.7
2021-04,46,4,473.14,118.28,1,43831.29,140,313.08
2021-04,47,8,1302.4,162.8,1,45133.69,140,322.38
2021-04,48,5,495.8,99.16,1,45629.49,140,325.92
2021-04,49,3,306.8,102.27,1,45936.29,140,328.12
2021-04,50,8,1014.64,126.83,1,46950.93,140,335.36
2021-04,51,8,1973.04,246.63,1.13,48923.97,140,349.46
2021-04,52,10,1623.67,162.37,1,50547.64,140,361.05
2021-04,53,2,343.4,171.7,1,50891.04,140,363.51
2021-04,54,8,1325.93,165.74,1,52216.97,140,372.98
2021-04,55,5,438.47,87.69,1,52655.44,140,376.11
2021-04,56,4,134.63,33.66,1,52790.07,140,377.07
2021-04,57,3,376.76,125.59,1,53166.83,140,379.76
2021-04,58,6,426.97,71.16,1,53593.8,140,382.81
2021-04,59,4,901.07,225.27,1,54494.87,140,389.25
2021-05,0,164,21209.17,129.32,1.02,21209.17,164,129.32
2021-05,1,4,572.16,143.04,1,21781.33,164,132.81
2021-05,2,8,923.18,115.4,1,22704.51,164,138.44
2021-05,3,5,248.85,49.77,1,22953.36,164,139.96
2021-05,4,5,1468.51,293.7,1,24421.87,164,148.91
2021-05,5,9,490.81,54.53,1,24912.68,164,151.91
2021-05,6,4,228.37,57.09,1,25141.05,164,153.3
2021-05,7,12,1299.41,108.28,1,26440.46,164,161.22
2021-05,8,6,1521.39,253.57,1,27961.85,164,170.5
2021-05,9,3,314.75,104.92,1,28276.6,164,172.42
2021-05,10,11,857.45,77.95,1,29134.05,164,177.65
2021-05,11,10,1408.87,140.89,1,30542.92,164,186.24
2021-05,12,6,592.69,98.78,1,31135.61,164,189.85
2021-05,13,9,1571.67,174.63,1,32707.28,164,199.43
2021-05,14,7,570.25,81.46,1,33277.53,164,202.91
2021-05,15,5,685.48,137.1,1,33963.01,164,207.09
2021-05,16,9,780.69,86.74,1.11,34743.7,164,211.85
2021-05,17,5,713,142.6,1,35456.7,164,216.2
2021-05,18,9,1038.11,115.35,1,36494.81,164,222.53
2021-05,19,6,945.68,157.61,1,37440.49,164,228.3
2021-05,20,5,724.99,145,1,38165.48,164,232.72
2021-05,21,6,653.15,108.86,1,38818.63,164,236.7
2021-05,22,3,1335.78,445.26,1.33,40154.41,164,244.84
2021-05,23,6,761.21,126.87,1,40915.62,164,249.49
2021-05,24,6,404.13,67.36,1.17,41319.75,164,251.95
2021-05,25,6,634.28,105.71,1,41954.03,164,255.82
2021-05,26,7,569.21,81.32,1,42523.24,164,259.29
2021-05,27,2,106.29,53.15,1,42629.53,164,259.94
2021-05,28,6,787.05,131.17,1,43416.58,164,264.74
2021-05,29,7,351.61,50.23,1,43768.19,164,266.88
2021-05,30,7,997.52,142.5,1,44765.71,164,272.96
2021-05,31,12,1659.59,138.3,1,46425.3,164,283.08
2021-05,32,4,419.94,104.98,1,46845.24,164,285.64
2021-05,33,9,658.72,73.19,1,47503.96,164,289.66
2021-05,34,14,1489.42,106.39,1.07,48993.38,164,298.74
2021-05,35,4,497.9,124.47,1,49491.28,164,301.78
2021-05,36,4,263.4,65.85,1,49754.68,164,303.38
2021-05,37,14,1260.08,90.01,1,51014.76,164,311.07
2021-05,38,7,1416.54,202.36,1,52431.3,164,319.7
2021-05,39,7,1271,181.57,1,53702.3,164,327.45
2021-05,40,6,648.76,108.13,1,54351.06,164,331.41
2021-05,41,6,488.38,81.4,1,54839.44,164,334.39
2021-05,42,6,686.33,114.39,1,55525.77,164,338.57
2021-05,43,4,595.8,148.95,1.25,56121.57,164,342.2
2021-05,44,10,2270.73,227.07,1,58392.3,164,356.05
2021-05,45,7,895.43,127.92,1,59287.73,164,361.51
2021-05,46,8,1147.81,143.48,1,60435.54,164,368.51
2021-05,47,0,0,,,60435.54,164,368.51
2021-05,48,9,537,59.67,1,60972.54,164,371.78
2021-05,49,7,625.07,89.3,1,61597.61,164,375.6
2021-05,50,7,1100.75,157.25,1,62698.36,164,382.31
2021-05,51,5,455.14,91.03,1,63153.5,164,385.08
2021-05,52,2,138.36,69.18,1,63291.86,164,385.93
2021-05,53,5,418.98,83.8,1,63710.84,164,388.48
2021-05,54,10,1311.01,131.1,1,65021.85,164,396.47
2021-05,55,9,1242.41,138.05,1.11,66264.26,164,404.05
2021-05,56,5,841.16,168.23,1,67105.42,164,409.18
2021-05,57,9,1478.84,164.32,1,68584.26,164,418.2
2021-05,58,5,958.15,191.63,1,69542.41,164,424.04
2021-06,0,158,21982.86,139.13,1.07,21982.86,158,139.13
2021-06,1,6,590.13,98.36,1,22572.99,158,142.87
2021-06,2,4,746.05,186.51,1,23319.04,158,147.59
2021-06,3,3,531.24,177.08,1,23850.28,158,150.95
2021-06,4,8,1093.2,136.65,1,24943.48,158,157.87
2021-06,5,6,1482.21,247.03,1,26425.69,158,167.25
2021-06,6,11,1230.31,111.85,1,27656,158,175.04
2021-06,7,6,717.82,119.64,1,28373.82,158,179.58
2021-06,8,1,36.05,36.05,1,28409.87,158,179.81
2021-06,9,5,416.26,83.25,1,28826.13,158,182.44
2021-06,10,7,885.75,126.54,1,29711.88,158,188.05
2021-06,11,9,645.1,71.68,1,30356.98,158,192.13
2021-06,12,5,541.05,108.21,1,30898.03,158,195.56
2021-06,13,6,1451.1,241.85,1,32349.13,158,204.74
2021-06,14,4,940.1,235.03,1,33289.23,158,210.69
2021-06,15,3,116.87,38.96,1,33406.1,158,211.43
2021-06,16,11,1543.99,140.36,1,34950.09,158,221.2
2021-06,17,6,743.3,123.88,1.33,35693.39,158,225.91
2021-06,18,5,324.62,64.92,1,36018.01,158,227.96
2021-06,19,7,786.05,112.29,1,36804.06,158,232.94
2021-06,20,4,311.52,77.88,1,37115.58,158,234.91
2021-06,21,5,441.65,88.33,1,37557.23,158,237.7
2021-06,22,6,587.74,97.96,1,38144.97,158,241.42
2021-06,23,3,306,102,1,38450.97,158,243.36
2021-06,24,9,1109.22,123.25,1,39560.19,158,250.38
2021-06,25,10,1632.18,163.22,1,41192.37,158,260.71
2021-06,26,3,504.2,168.07,1.33,41696.57,158,263.9
2021-06,27,8,646.2,80.78,1,42342.77,158,267.99
2021-06,28,7,578.51,82.64,1,42921.28,158,271.65
2021-06,29,7,1212.37,173.2,1,44133.65,158,279.33
2021-06,30,10,952.99,95.3,1.1,45086.64,158,285.36
2021-06,31,7,549.91,78.56,1,45636.55,158,288.84
2021-06,32,3,311.25,103.75,1,45947.8,158,290.81
2021-06,33,4,251.68,62.92,1,46199.48,158,292.4
2021-06,34,1,64.01,64.01,1,46263.49,158,292.81
2021-06,35,5,543.3,108.66,1,46806.79,158,296.25
2021-06,36,5,307.09,61.42,1,47113.88,158,298.19
2021-06,37,7,486.55,69.51,1,47600.43,158,301.27
2021-06,38,5,489.28,97.86,1,48089.71,158,304.37
2021-06,39,7,672.6,96.09,1,48762.31,158,308.62
2021-06,40,8,597.56,74.7,1,49359.87,158,312.4
2021-06,41,7,897.56,128.22,1,50257.43,158,318.08
2021-06,42,5,317.83,63.57,1,50575.26,158,320.1
2021-06,43,6,733.48,122.25,1,51308.74,158,324.74
2021-06,44,1,154.61,154.61,1,51463.35,158,325.72
2021-06,45,9,659.13,73.24,1,52122.48,158,329.89
2021-06,46,5,870.29,174.06,1,52992.77,158,335.4
2021-06,47,8,2231.59,278.95,1,55224.36,158,349.52
2021-06,48,7,568.54,81.22,1,55792.9,158,353.12
2021-06,49,8,2208.15,276.02,1,58001.05,158,367.1
2021-06,50,8,1569.48,196.19,1,59570.53,158,377.03
2021-06,51,7,768.27,109.75,1,60338.8,158,381.89
2021-06,52,11,1400.27,127.3,1.09,61739.07,158,390.75
2021-06,53,3,436.05,145.35,1,62175.12,158,393.51
2021-06,54,8,692.28,86.53,1,62867.4,158,397.89
2021-06,55,4,529.91,132.48,1,63397.31,158,401.25
2021-06,56,6,1348.21,224.7,1,64745.52,158,409.78
2021-06,57,8,1098.89,137.36,1,65844.41,158,416.74
2021-07,0,164,19408.98,118.35,1.04,19408.98,164,118.35
2021-07,1,6,509.3,84.88,1,19918.28,164,121.45
2021-07,2,9,629.35,69.93,1,20547.63,164,125.29
2021-07,3,10,2835.26,283.53,1,23382.89,164,142.58
2021-07,4,4,595.12,148.78,1,23978.01,164,146.21
2021-07,5,13,1282.13,98.63,1,25260.14,164,154.03
2021-07,6,4,378.43,94.61,1,25638.57,164,156.33
2021-07,7,6,754.15,125.69,1,26392.72,164,160.93
2021-07,8,7,1137.69,162.53,1,27530.41,164,167.87
2021-07,9,4,408.98,102.25,1,27939.39,164,170.36
2021-07,10,5,346.67,69.33,1,28286.06,164,172.48
2021-07,11,5,545.41,109.08,1,28831.47,164,175.8
2021-07,12,7,1112.34,158.91,1,29943.81,164,182.58
2021-07,13,9,828.86,92.1,1,30772.67,164,187.64
2021-07,14,9,949.45,105.49,1,31722.12,164,193.43
2021-07,15,5,705.68,141.14,1,32427.8,164,197.73
2021-07,16,11,1917.84,174.35,1,34345.64,164,209.42
2021-07,17,4,625.38,156.34,1,34971.02,164,213.24
2021-07,18,8,2335.06,291.88,1,37306.08,164,227.48
2021-07,19,3,635.92,211.97,1,37942,164,231.35
2021-07,20,8,689.82,86.23,1,38631.82,164,235.56
2021-07,21,7,928.24,132.61,1,39560.06,164,241.22
2021-07,22,7,1166.12,166.59,1,40726.18,164,248.33
2021-07,23,6,492.27,82.05,1,41218.45,164,251.33
2021-07,24,3,202.21,67.4,1,41420.66,164,252.56
2021-07,25,8,1279.31,159.91,1.13,42699.97,164,260.37
2021-07,26,8,850.24,106.28,1,43550.21,164,265.55
2021-07,27,4,509.81,127.45,1,44060.02,164,268.66
2021-07,28,10,1299.31,129.93,1.1,45359.33,164,276.58
2021-07,29,5,1022.58,204.52,1,46381.91,164,282.82
2021-07,30,6,311.47,51.91,1,46693.38,164,284.72
2021-07,31,4,703.08,175.77,1,47396.46,164,289
2021-07,32,9,844.75,93.86,1,48241.21,164,294.15
2021-07,33,8,379.12,47.39,1,48620.33,164,296.47
2021-07,34,7,1060.77,151.54,1,49681.1,164,302.93
2021-07,35,3,135.25,45.08,1,49816.35,164,303.76
2021-07,36,6,389.02,64.84,1,50205.37,164,306.13
2021-07,37,8,1380.72,172.59,1,51586.09,164,314.55
2021-07,38,3,384.11,128.04,1,51970.2,164,316.89
2021-07,39,7,714.59,102.08,1,52684.79,164,321.25
2021-07,40,2,125.05,62.53,1,52809.84,164,322.01
2021-07,41,3,314.99,105,1,53124.83,164,323.93
2021-07,42,4,509.91,127.48,1,53634.74,164,327.04
2021-07,43,8,570.24,71.28,1,54204.98,164,330.52
2021-07,44,8,772.9,96.61,1,54977.88,164,335.23
2021-07,45,7,2171.82,310.26,1,57149.7,164,348.47
2021-07,46,11,1602.67,145.7,1.09,58752.37,164,358.25
2021-07,47,3,760.37,253.46,1,59512.74,164,362.88
2021-07,48,9,1594.81,177.2,1.11,61107.55,164,372.61
2021-07,49,11,1872.1,170.19,1,62979.65,164,384.02
2021-07,50,5,588.44,117.69,1.2,63568.09,164,387.61
2021-07,51,8,867.95,108.49,1,64436.04,164,392.9
2021-07,52,3,674.09,224.7,1,65110.13,164,397.01
2021-07,53,6,730.15,121.69,1,65840.28,164,401.47
2021-07,54,7,450.4,64.34,1,66290.68,164,404.21
2021-07,55,6,903.97,150.66,1,67194.65,164,409.72
2021-07,56,10,1058.17,105.82,1,68252.82,164,416.18
2021-08,0,147,20554.57,139.83,1.01,20554.57,147,139.83
2021-08,1,3,353.71,117.9,1,20908.28,147,142.23
2021-08,2,13,2428.4,186.8,1.08,23336.68,147,158.75
2021-08,3,4,551.97,137.99,1,23888.65,147,162.51
2021-08,4,7,578.33,82.62,1,24466.98,147,166.44
2021-08,5,7,740.2,105.74,1,25207.18,147,171.48
2021-08,6,9,1278.22,142.02,1,26485.4,147,180.17
2021-08,7,5,290.05,58.01,1,26775.45,147,182.15
2021-08,8,8,1554.77,194.35,1,28330.22,147,192.72
2021-08,9,7,798.48,114.07,1,29128.7,147,198.15
2021-08,10,7,887.06,126.72,1.14,30015.76,147,204.19
2021-08,11,10,1031.6,103.16,1,31047.36,147,211.21
2021-08,12,6,1075.46,179.24,1,32122.82,147,218.52
2021-08,13,8,835.43,104.43,1,32958.25,147,224.21
2021-08,14,8,1315.76,164.47,1,34274.01,147,233.16
2021-08,15,3,422.11,140.7,1,34696.12,147,236.03
2021-08,16,3,337.04,112.35,1,35033.16,147,238.32
2021-08,17,8,487.47,60.93,1,35520.63,147,241.64
2021-08,18,7,1367.49,195.36,1.14,36888.12,147,250.94
2021-08,19,5,628.38,125.68,1,37516.5,147,255.21
2021-08,20,10,803.66,80.37,1,38320.16,147,260.68
2021-08,21,3,412.32,137.44,1,38732.48,147,263.49
2021-08,22,6,613.12,102.19,1,39345.6,147,267.66
2021-08,23,6,1237.99,206.33,1,40583.59,147,276.08
2021-08,24,8,1196.63,149.58,1,41780.22,147,284.22
2021-08,25,5,598.92,119.78,1,42379.14,147,288.29
2021-08,26,7,817.24,116.75,1,43196.38,147,293.85
2021-08,27,7,1320.21,188.6,1,44516.59,147,302.83
2021-08,28,7,752.77,107.54,1,45269.36,147,307.95
2021-08,29,7,898.4,128.34,1,46167.76,147,314.07
2021-08,30,8,884.94,110.62,1,47052.7,147,320.09
2021-08,31,1,165.52,165.52,1,47218.22,147,321.21
2021-08,32,7,1108.39,158.34,1.14,48326.61,147,328.75
2021-08,33,8,454.69,56.84,1,48781.3,147,331.85
2021-08,34,8,842.83,105.35,1.13,49624.13,147,337.58
2021-08,35,5,1676.78,335.36,1.2,51300.91,147,348.99
2021-08,36,1,22.19,22.19,1,51323.1,147,349.14
2021-08,37,5,1513.52,302.7,1,52836.62,147,359.43
2021-08,38,8,1044.12,130.52,1,53880.74,147,366.54
2021-08,39,5,652.86,130.57,1,54533.6,147,370.98
2021-08,40,8,895.69,111.96,1,55429.29,147,377.07
2021-08,41,7,1234.88,176.41,1,56664.17,147,385.47
2021-08,42,5,1002.74,200.55,1,57666.91,147,392.29
2021-08,43,9,1086.18,120.69,1,58753.09,147,399.68
2021-08,44,4,263.07,65.77,1.25,59016.16,147,401.47
2021-08,45,6,755.17,125.86,1,59771.33,147,406.61
2021-08,46,5,468.22,93.64,1,60239.55,147,409.79
2021-08,47,7,1172.38,167.48,1,61411.93,147,417.77
2021-08,48,8,740.98,92.62,1,62152.91,147,422.81
2021-08,49,4,547.52,136.88,1.25,62700.43,147,426.53
2021-08,50,5,799,159.8,1,63499.43,147,431.97
2021-08,51,3,341.49,113.83,1,63840.92,147,434.29
2021-08,52,5,514.42,102.88,1.2,64355.34,147,437.79
2021-08,53,10,1193.87,119.39,1,65549.21,147,445.91
2021-08,54,5,1337.91,267.58,1,66887.12,147,455.01
2021-08,55,6,1443.94,240.66,1,68331.06,147,464.84
2021-09,0,142,17142.91,120.72,1.03,17142.91,142,120.72
2021-09,1,6,766.38,127.73,1,17909.29,142,126.12
2021-09,2,3,233.19,77.73,1,18142.48,142,127.76
2021-09,3,8,864.75,108.09,1,19007.23,142,133.85
2021-09,4,5,509.62,101.92,1,19516.85,142,137.44
2021-09,5,10,883.64,88.36,1,20400.49,142,143.67
2021-09,6,5,700.54,140.11,1.2,21101.03,142,148.6
2021-09,7,11,790.97,71.91,1,21892,142,154.17
2021-09,8,5,598.33,119.67,1,22490.33,142,158.38
2021-09,9,3,402.43,134.14,1,22892.76,142,161.22
2021-09,10,4,301.26,75.31,1.25,23194.02,142,163.34
2021-09,11,6,444.32,74.05,1,23638.34,142,166.47
2021-09,12,5,845.23,169.05,1,24483.57,142,172.42
2021-09,13,9,778.75,86.53,1,25262.32,142,177.9
2021-09,14,8,692.79,86.6,1,25955.11,142,182.78
2021-09,15,3,420.53,140.18,1,26375.64,142,185.74
2021-09,16,2,287.53,143.76,1,26663.17,142,187.77
2021-09,17,2,108.62,54.31,1,26771.79,142,188.53
2021-09,18,11,879.77,79.98,1,27651.56,142,194.73
2021-09,19,8,803.98,100.5,1,28455.54,142,200.39
2021-09,20,9,935.32,103.92,1,29390.86,142,206.98
2021-09,21,4,310.62,77.66,1,29701.48,142,209.17
2021-09,22,11,1071.2,97.38,1,30772.68,142,216.71
2021-09,23,8,554.94,69.37,1,31327.62,142,220.62
2021-09,24,3,119.05,39.68,1,31446.67,142,221.46
2021-09,25,2,576.54,288.27,1,32023.21,142,225.52
2021-09,26,9,923.85,102.65,1,32947.06,142,232.02
2021-09,27,7,772.08,110.3,1,33719.14,142,237.46
2021-09,28,3,315.46,105.15,1,34034.6,142,239.68
2021-09,29,5,365.79,73.16,1,34400.39,142,242.26
2021-09,30,3,665.85,221.95,1,35066.24,142,246.95
2021-09,31,2,452.76,226.38,1,35519,142,250.13
2021-09,32,4,393.88,98.47,1.25,35912.88,142,252.91
2021-09,33,5,407.28,81.46,1,36320.16,142,255.78
2021-09,34,4,566.43,141.61,1,36886.59,142,259.76
2021-09,35,10,943.45,94.34,1.1,37830.04,142,266.41
2021-09,36,6,701.52,116.92,1,38531.56,142,271.35
2021-09,37,3,460.66,153.55,1,38992.22,142,274.59
2021-09,38,8,489.29,61.16,1,39481.51,142,278.04
2021-09,39,4,841.25,210.31,1.25,40322.76,142,283.96
2021-09,40,3,417.96,139.32,1,40740.72,142,286.91
