cohort_month,month_number,active_customers,avg_aov,median_aov,min_aov,max_aov,aov_index,distribution_type
2021-09,14,8,86.6,67.09,9.22,254.97,73.26,右偏（高客单价拉高均值）
2021-09,15,3,140.18,48.69,46.46,325.38,118.59,右偏（高客单价拉高均值）
2021-09,16,2,143.76,143.76,9.63,277.9,121.61,正态分布
2021-09,17,2,54.31,54.31,53.44,55.18,45.94,正态分布
2021-09,18,11,79.98,83.48,21.03,177.09,67.66,正态分布
2021-09,19,8,100.5,55.8,22,322.58,85.02,右偏（高客单价拉高均值）
2021-09,20,9,103.92,79.07,25.3,224.47,87.91,右偏（高客单价拉高均值）
2021-09,21,4,77.66,80.91,18.4,130.39,65.7,正态分布
2021-09,22,11,97.38,69.13,17.79,192.21,82.38,右偏（高客单价拉高均值）
2021-09,23,8,69.37,66.69,19.71,128.76,58.68,正态分布
2021-09,24,3,39.68,18.69,14.21,86.15,33.57,右偏（高客单价拉高均值）
2021-09,25,2,288.27,288.27,41.34,535.2,243.86,正态分布
2021-09,26,9,102.65,107.83,30.5,203.24,86.84,正态分布
2021-09,27,7,110.3,89.43,22.84,233.76,93.31,右偏（高客单价拉高均值）
2021-09,28,3,105.15,129.54,51.81,134.11,88.95,左偏（低客单价拉低均值）
2021-09,29,5,73.16,61.92,16.23,137.31,61.89,正态分布
2021-09,30,3,221.95,48.88,38.18,578.79,187.76,右偏（高客单价拉高均值）
2021-09,31,2,226.38,226.38,22.79,429.97,191.51,正态分布
2021-09,32,4,77.28,68.1,41.97,130.96,65.38,正态分布
2021-09,33,5,81.46,69.02,38.97,159.71,68.91,正态分布
2021-09,34,4,141.61,84.16,53.12,345,119.8,右偏（高客单价拉高均值）
2021-09,35,10,82.28,89.38,15.2,183.09,69.6,正态分布
2021-09,36,6,116.92,39.37,21.29,437.9,98.91,右偏（高客单价拉高均值）
2021-09,37,3,153.55,145.9,46.31,268.45,129.9,正态分布
2021-09,38,8,61.16,42.73,21.79,174.65,51.74,右偏（高客单价拉高均值）
2021-09,39,4,145.22,140.29,39.96,260.35,122.85,正态分布
2021-09,40,3,139.32,107.22,62.36,248.38,117.86,右偏（高客单价拉高均值）
2021-09,41,4,87.27,67.84,21.07,192.33,73.83,右偏（高客单价拉高均值）
2021-09,42,9,83.16,41.32,7.58,362.89,70.35,右偏（高客单价拉高均值）
2021-09,43,3,43.7,35.09,34.56,61.45,36.97,右偏（高客单价拉高均值）
2021-09,44,3,132.95,133.76,77.39,187.69,112.47,正态分布
2021-09,45,4,49.84,45.89,17.91,89.69,42.16,正态分布
2021-09,46,7,193.07,68.07,19.57,838.09,163.33,右偏（高客单价拉高均值）
2021-09,47,4,29.42,28.62,21.59,38.84,24.89,正态分布
2021-09,48,8,74.09,48.84,10.13,186.68,62.68,右偏（高客单价拉高均值）
2021-09,49,9,83.19,61.62,28.31,235.49,70.37,右偏（高客单价拉高均值）
2021-09,50,7,186.95,144.68,54.64,562.37,158.15,右偏（高客单价拉高均值）
2021-09,51,4,93.97,97.91,60.46,119.61,79.49,正态分布
2021-09,52,7,96.36,67.27,23.57,283.97,81.52,右偏（高客单价拉高均值）
2021-09,53,8,111.31,104.31,33.15,298.88,94.16,正态分布
2021-09,54,12,123.98,109.2,21.99,300.43,104.88,正态分布
2021-10,0,143,105.13,69.49,10.85,729.18,100,右偏（高客单价拉高均值）
2021-10,1,10,118.17,88.78,32.7,247.5,112.4,右偏（高客单价拉高均值）
2021-10,2,6,79.01,65.7,31.64,135.41,75.15,右偏（高客单价拉高均值）
2021-10,3,3,130.13,151.71,57.61,181.07,123.78,正态分布
2021-10,4,4,97.52,88.52,17.8,195.24,92.76,正态分布
2021-10,5,5,117.48,105.47,44.97,232.05,111.75,正态分布
2021-10,6,4,107.64,69.14,12.32,279.97,102.39,右偏（高客单价拉高均值）
2021-10,7,6,100.74,73.28,42.51,222.22,95.82,右偏（高客单价拉高均值）
2021-10,8,4,50.7,43.41,17.08,98.91,48.23,正态分布
2021-10,9,4,156.43,113.47,51.77,347,148.8,右偏（高客单价拉高均值）
2021-10,10,7,84.24,76.91,19.48,218.69,80.13,正态分布
2021-10,11,5,174.68,172.6,63.89,371.57,166.16,正态分布
2021-10,12,8,102.1,69.75,19.15,424.19,97.12,右偏（高客单价拉高均值）
2021-10,13,10,96.99,52.3,19.84,343.46,92.26,右偏（高客单价拉高均值）
2021-10,14,8,107.15,107.42,22.15,180.38,101.92,正态分布
2021-10,15,6,162.94,149.67,18.62,353.9,154.99,正态分布
2021-10,16,5,108.4,65.36,30.26,311.6,103.11,右偏（高客单价拉高均值）
2021-10,17,8,145.23,132.59,18.84,376.7,138.14,正态分布
2021-10,18,4,152.96,99.75,53.38,358.95,145.5,右偏（高客单价拉高均值）
2021-10,19,3,116.31,85.59,29.45,233.88,110.63,右偏（高客单价拉高均值）
2021-10,20,12,142.72,76.73,20.08,632.86,135.76,右偏（高客单价拉高均值）
2021-10,21,9,88.43,59.43,28.06,318.03,84.11,右偏（高客单价拉高均值）
2021-10,22,5,44.38,42.94,22.31,65.58,42.21,正态分布
2021-10,23,8,84.06,51.97,6.2,278.14,79.96,右偏（高客单价拉高均值）
2021-10,24,5,177.84,157.3,28.51,383.11,169.16,正态分布
2021-10,25,5,83.16,66.81,29.89,172.43,79.1,右偏（高客单价拉高均值）
2021-10,26,6,161.16,122.28,32.19,483.31,153.3,右偏（高客单价拉高均值）
2021-10,27,6,97.8,99.94,32.54,176.55,93.03,正态分布
2021-10,28,7,105.7,92.84,33.96,231.31,100.54,正态分布
2021-10,29,5,74.03,72.81,14.85,123.24,70.42,正态分布
2021-10,30,5,81.01,53.36,23,179.1,77.06,右偏（高客单价拉高均值）
2021-10,31,4,78.64,63.64,39.44,147.86,74.8,右偏（高客单价拉高均值）
2021-10,32,3,170.06,156.56,134.17,219.46,161.76,正态分布
2021-10,33,12,153.68,59.1,14.56,1114.03,146.18,右偏（高客单价拉高均值）
2021-10,34,6,142.55,67.54,34.31,535.42,135.59,右偏（高客单价拉高均值）
2021-10,35,3,73.25,81.93,24.01,113.81,69.68,正态分布
2021-10,36,3,133.97,105.16,20.14,276.62,127.43,右偏（高客单价拉高均值）
2021-10,37,10,104.39,76.6,25.9,279.7,99.3,右偏（高客单价拉高均值）
2021-10,38,6,82.35,94.87,10.74,142.81,78.33,正态分布
2021-10,39,7,121.36,84.67,20.89,263.71,115.44,右偏（高客单价拉高均值）
2021-10,40,7,68.9,60.76,47.43,92.03,65.54,正态分布
2021-10,41,5,131.01,71.2,56.24,383.02,124.62,右偏（高客单价拉高均值）
2021-10,42,5,69.55,30.57,13.3,230.28,66.16,右偏（高客单价拉高均值）
2021-10,43,11,145.76,120.47,20.17,368.56,138.65,右偏（高客单价拉高均值）
2021-10,44,6,59.28,55.73,20.49,123.36,56.39,正态分布
2021-10,45,1,114.65,114.65,114.65,114.65,109.06,正态分布
2021-10,46,2,379.19,379.19,45.23,713.16,360.69,正态分布
2021-10,47,6,196.1,179.59,27.96,410.93,186.53,正态分布
2021-10,48,8,118.4,91.62,22.93,365.9,112.62,右偏（高客单价拉高均值）
2021-10,49,5,159.65,123.14,54.38,356.25,151.86,右偏（高客单价拉高均值）
2021-10,50,6,119.32,64.63,15.87,396.79,113.5,右偏（高客单价拉高均值）
2021-10,51,5,93.29,92.03,37.73,159.41,88.74,正态分布
2021-10,52,8,109.26,70.94,12.3,412.7,103.93,右偏（高客单价拉高均值）
2021-10,53,5,104.62,79.61,16.37,308.91,99.51,右偏（高客单价拉高均值）
2021-11,0,144,146.08,95.59,14.58,754.44,100,右偏（高客单价拉高均值）
2021-11,1,7,291.23,64.29,32.35,990.14,199.36,右偏（高客单价拉高均值）
2021-11,2,8,125.45,162.74,18.08,227.83,85.88,左偏（低客单价拉低均值）
2021-11,3,5,87.99,63.94,29.59,189.96,60.23,右偏（高客单价拉高均值）
2021-11,4,7,104.5,60.6,26.6,300.19,71.54,右偏（高客单价拉高均值）
2021-11,5,6,138.95,75.09,37.51,478.3,95.12,右偏（高客单价拉高均值）
2021-11,6,7,89.27,97.7,29.43,160,61.11,正态分布
2021-11,7,4,61.62,35.4,20.56,155.14,42.18,右偏（高客单价拉高均值）
2021-11,8,6,59.89,64.31,10.25,120.94,41,正态分布
2021-11,9,5,218.8,82.28,20.41,713.94,149.78,右偏（高客单价拉高均值）
2021-11,10,4,216.59,186.08,115.38,378.81,148.27,正态分布
2021-11,11,5,114.55,99.81,25.1,238.34,78.42,正态分布
2021-11,12,8,124.57,108.8,22.44,362.62,85.28,正态分布
2021-11,13,7,115.91,66.49,16.23,439.95,79.35,右偏（高客单价拉高均值）
2021-11,14,8,90.36,60.41,16.08,251.1,61.86,右偏（高客单价拉高均值）
2021-11,15,3,938.06,46.38,36.93,2730.88,642.15,右偏（高客单价拉高均值）
2021-11,16,5,159.54,60.35,29.87,608.03,109.21,右偏（高客单价拉高均值）
2021-11,17,7,128.93,98.62,44.46,324.99,88.26,右偏（高客单价拉高均值）
2021-11,18,5,125.02,66.02,34.58,279.23,85.58,右偏（高客单价拉高均值）
2021-11,19,5,145.32,84.47,5.56,415.19,99.48,右偏（高客单价拉高均值）
2021-11,20,8,111.06,90.45,11.59,266.24,76.03,右偏（高客单价拉高均值）
2021-11,21,2,244.31,244.31,41.24,447.37,167.24,正态分布
2021-11,22,3,93.33,133.6,9.27,137.13,63.89,左偏（低客单价拉低均值）
2021-11,23,5,80.89,87.74,30.9,110.1,55.37,正态分布
2021-11,24,7,80.23,65.93,40.04,152.77,54.92,右偏（高客单价拉高均值）
2021-11,25,6,186.39,174.94,64.93,435.01,127.59,正态分布
2021-11,26,8,69.75,30.74,20.56,197.46,47.75,右偏（高客单价拉高均值）
2021-11,27,5,130.06,42.62,29.65,489.29,89.03,右偏（高客单价拉高均值）
2021-11,28,8,127.03,109.98,26.48,264.26,86.96,正态分布
2021-11,29,6,114.64,54.38,36.87,274.35,78.48,右偏（高客单价拉高均值）
2021-11,30,3,76.95,88.92,14.96,126.97,52.68,正态分布
2021-11,31,2,156.75,156.75,151.03,162.46,107.3,正态分布
2021-11,32,6,116.75,92.41,19.02,272.44,79.92,右偏（高客单价拉高均值）
2021-11,33,3,63.28,48.64,9.41,131.79,43.32,右偏（高客单价拉高均值）
2021-11,34,5,85.76,95.33,24.26,174.58,58.71,正态分布
2021-11,35,5,51.21,61.79,26.9,76.04,35.06,左偏（低客单价拉低均值）
2021-11,36,3,129.95,76.08,43.53,270.24,88.96,右偏（高客单价拉高均值）
2021-11,37,6,143.71,73.18,39.39,435.05,98.38,右偏（高客单价拉高均值）
2021-11,38,7,139.03,45.65,26.45,512.12,95.17,右偏（高客单价拉高均值）
2021-11,39,8,126.02,108.79,21.86,309.91,86.27,正态分布
2021-11,40,10,90.56,77.72,40.07,197.54,61.99,正态分布
2021-11,41,5,88.25,77.72,34.23,150.39,60.41,正态分布
2021-11,42,6,206.16,187.44,54.46,415.51,141.13,正态分布
2021-11,43,2,279.31,279.31,24.08,534.54,191.2,正态分布
2021-11,44,5,132.25,65.65,31.95,375.42,90.53,右偏（高客单价拉高均值）
2021-11,45,2,68.75,68.75,63.95,73.55,47.06,正态分布
2021-11,46,6,85.23,63.78,26.91,176.22,58.34,右偏（高客单价拉高均值）
2021-11,47,8,55.04,47.16,6.19,133.56,37.68,正态分布
2021-11,48,7,109.9,108.3,65.59,190.31,75.23,正态分布
2021-11,49,5,118.33,93.78,24.58,319.1,81,右偏（高客单价拉高均值）
2021-11,50,6,137.79,125.71,22,242.17,94.33,正态分布
2021-11,51,5,319.88,142.17,32.34,1133.95,218.98,右偏（高客单价拉高均值）
2021-11,52,5,122.31,60.72,24.43,325.22,83.73,右偏（高客单价拉高均值）
2021-12,0,129,120.59,71.37,6.76,989.28,100,右偏（高客单价拉高均值）
2021-12,1,8,90.29,75.41,11.66,208.63,74.87,正态分布
2021-12,2,3,78.21,59.06,37.26,138.31,64.86,右偏（高客单价拉高均值）
2021-12,3,2,106.2,106.2,23.77,188.62,88.07,正态分布
2021-12,4,4,120.67,93.53,36.25,259.39,100.07,右偏（高客单价拉高均值）
2021-12,5,1,19.64,19.64,19.64,19.64,16.29,正态分布
2021-12,6,3,97.67,79.44,50.73,162.85,80.99,右偏（高客单价拉高均值）
2021-12,7,6,62.4,42.53,22.76,180.71,51.75,右偏（高客单价拉高均值）
2021-12,8,7,149.22,35.39,12.67,445.15,123.74,右偏（高客单价拉高均值）
2021-12,9,5,49.18,49.05,20.89,76.96,40.78,正态分布
2021-12,10,3,50.07,47.53,22.59,80.09,41.52,正态分布
2021-12,11,6,69.72,62.27,27.7,113.71,57.82,正态分布
2021-12,12,5,83.52,64.24,14.39,162.8,69.26,右偏（高客单价拉高均值）
2021-12,13,6,101.97,84.21,23.36,219.24,84.56,右偏（高客单价拉高均值）
2021-12,14,9,228.16,104.78,28.79,1055.14,189.2,右偏（高客单价拉高均值）
2021-12,15,5,117.87,127.76,79.2,166,97.74,正态分布
2021-12,16,5,50.84,30.08,17.54,137.13,42.16,右偏（高客单价拉高均值）
2021-12,17,6,116.96,123.84,35.78,172.34,96.99,正态分布
2021-12,18,10,69.91,46.43,21.74,246.68,57.97,右偏（高客单价拉高均值）
2021-12,19,8,233.06,148.72,31.85,514.98,193.27,右偏（高客单价拉高均值）
2021-12,20,8,188.67,76.81,14.88,710.74,156.46,右偏（高客单价拉高均值）
2021-12,21,3,84.25,76.91,71.41,104.44,69.86,正态分布
2021-12,22,5,123.11,83.59,74.32,280.22,102.09,右偏（高客单价拉高均值）
2021-12,23,6,64.58,49.16,22.1,151.57,53.55,右偏（高客单价拉高均值）
2021-12,24,3,212.08,55.72,48.76,531.77,175.87,右偏（高客单价拉高均值）
2021-12,25,8,53.48,44.35,9.23,168.18,44.35,右偏（高客单价拉高均值）
2021-12,26,2,151.58,151.58,71.33,231.83,125.7,正态分布
2021-12,27,2,37.83,37.83,10.57,65.08,31.37,正态分布
2021-12,28,7,88.7,87.62,20.86,196.78,73.56,正态分布
2021-12,29,3,160.53,45.51,34.62,401.45,133.12,右偏（高客单价拉高均值）
2021-12,30,5,39.83,44.63,20.75,59.01,33.03,正态分布
2021-12,31,1,51.51,51.51,51.51,51.51,42.71,正态分布
2021-12,32,7,208.9,179.65,53.05,508.9,173.23,正态分布
2021-12,33,3,79.65,79.22,23.25,136.49,66.05,正态分布
2021-12,34,4,104.56,117.76,27.86,154.87,86.71,正态分布
2021-12,35,6,248.16,100.77,47.43,995.2,205.79,右偏（高客单价拉高均值）
2021-12,36,5,56.94,40.21,28.68,105.63,47.22,右偏（高客单价拉高均值）
2021-12,37,4,138.75,126.98,33.62,267.41,115.06,正态分布
2021-12,38,4,140.15,149.3,57.45,204.53,116.22,正态分布
2021-12,39,5,116.36,80.38,64.43,265.4,96.49,右偏（高客单价拉高均值）
2021-12,40,6,80.83,83.78,22,135.66,67.03,正态分布
2021-12,41,5,103.59,21.81,15.82,261.78,85.9,右偏（高客单价拉高均值）
2021-12,42,9,231.96,135.03,18.5,1196.9,192.35,右偏（高客单价拉高均值）
2021-12,43,4,70.06,54.8,28.9,141.72,58.1,右偏（高客单价拉高均值）
2021-12,44,8,111.15,63.54,24.27,284.02,92.17,右偏（高客单价拉高均值）
2021-12,45,9,127.6,115.5,37.7,335.23,105.81,正态分布
2021-12,46,6,87.87,42.48,25.02,271.3,72.87,右偏（高客单价拉高均值）
2021-12,47,4,150.25,67.36,41.85,424.41,124.6,右偏（高客单价拉高均值）
2021-12,48,7,112.91,83.65,14.35,235.59,93.63,右偏（高客单价拉高均值）
2021-12,49,7,171.64,61.74,30.15,487.42,142.33,右偏（高客单价拉高均值）
2021-12,50,4,52.92,36.59,32.46,106.05,43.88,右偏（高客单价拉高均值）
2021-12,51,7,229.96,149.74,52.78,813.4,190.7,右偏（高客单价拉高均值）
2022-01,0,132,115.66,92.37,9.35,549.2,100,右偏（高客单价拉高均值）
2022-01,1,7,95.71,61.84,21.05,204.64,82.75,右偏（高客单价拉高均值）
2022-01,2,5,125.38,77.38,63.22,312.38,108.4,右偏（高客单价拉高均值）
2022-01,3,3,54.79,38.73,22.4,103.25,47.37,右偏（高客单价拉高均值）
2022-01,4,2,19.69,19.69,12.5,26.87,17.02,正态分布
2022-01,5,3,255.42,62.79,28.78,674.7,220.84,右偏（高客单价拉高均值）
2022-01,6,4,120.85,110.27,43.97,218.91,104.49,正态分布
2022-01,7,3,90.42,48.24,37.03,185.99,78.18,右偏（高客单价拉高均值）
2022-01,8,4,56.74,56.23,24.53,89.98,49.06,正态分布
2022-01,9,5,89.69,55.75,13.73,172.64,77.55,右偏（高客单价拉高均值）
2022-01,10,4,65.22,68.79,13.05,110.27,56.39,正态分布
2022-01,11,5,77.94,77.33,48.24,118.79,67.39,正态分布
2022-01,12,6,436.62,243.81,45.05,1480.77,377.5,右偏（高客单价拉高均值）
2022-01,13,8,110.67,52.34,26.71,438.49,95.69,右偏（高客单价拉高均值）
2022-01,14,5,84.91,30.14,17.76,290.3,73.41,右偏（高客单价拉高均值）
2022-01,15,7,112.93,106.06,61.63,170.45,97.64,正态分布
2022-01,16,2,220.9,220.9,119,322.8,190.99,正态分布
2022-01,17,11,65.74,45.81,21.34,177.62,56.84,右偏（高客单价拉高均值）
2022-01,18,1,40.37,40.37,40.37,40.37,34.9,正态分布
2022-01,19,5,140.79,122.09,46.93,296.17,121.73,正态分布
2022-01,20,5,246.93,74.79,21.66,942.56,213.5,右偏（高客单价拉高均值）
2022-01,21,5,91.35,100.76,42.91,116.74,78.98,正态分布
2022-01,22,2,49.16,49.16,40.66,57.65,42.5,正态分布
2022-01,23,8,93.67,97.53,21.91,196.9,80.99,正态分布
2022-01,24,7,127.13,161.15,15.44,274.56,109.92,左偏（低客单价拉低均值）
2022-01,25,7,101.64,122.31,12.61,194.67,87.88,左偏（低客单价拉低均值）
2022-01,26,3,246.91,294.54,70.36,375.83,213.48,正态分布
2022-01,27,7,61.96,54.27,26.81,164.79,53.57,正态分布
2022-01,28,7,121.24,49.25,30.32,504.81,104.82,右偏（高客单价拉高均值）
2022-01,29,8,137.46,81.93,26.53,363.97,118.85,右偏（高客单价拉高均值）
2022-01,30,8,81.67,68.5,50.27,162.9,70.61,正态分布
2022-01,31,3,284.11,402.35,19.12,430.87,245.64,左偏（低客单价拉低均值）
2022-01,32,7,125.45,149.39,14.22,211.63,108.46,正态分布
2022-01,33,2,41.2,41.2,41.12,41.29,35.62,正态分布
2022-01,34,5,69.44,46.37,17.23,177.57,60.04,右偏（高客单价拉高均值）
2022-01,35,3,264.72,301.74,169,323.43,228.88,正态分布
2022-01,36,7,71.69,67.4,15.6,117.58,61.98,正态分布
2022-01,37,4,85.16,84.86,34.27,136.64,73.63,正态分布
2022-01,38,5,75.19,81.69,18.73,144.1,65.01,正态分布
2022-01,39,9,115.65,97.4,41.12,280.48,99.99,正态分布
2022-01,40,4,191.06,65.41,27.63,605.79,165.19,右偏（高客单价拉高均值）
2022-01,41,9,101.57,69.67,14.39,227.45,87.82,右偏（高客单价拉高均值）
2022-01,42,4,99.19,97.69,88.47,112.91,85.76,正态分布
2022-01,43,5,106.01,103.97,60.56,167.03,91.66,正态分布
2022-01,44,6,292.87,197.82,72.76,889.95,253.22,右偏（高客单价拉高均值）
2022-01,45,6,246.89,165.81,49.63,612.25,213.46,右偏（高客单价拉高均值）
2022-01,46,6,52.11,50.09,28.32,72.51,45.05,正态分布
2022-01,47,7,315.55,94.94,28.87,1371.37,272.83,右偏（高客单价拉高均值）
2022-01,48,8,66.86,42.26,22.23,171.98,57.81,右偏（高客单价拉高均值）
2022-01,49,4,102.5,60.84,47.57,240.73,88.62,右偏（高客单价拉高均值）
2022-01,50,7,66.45,32.34,10.57,196.86,57.45,右偏（高客单价拉高均值）
2022-02,0,104,114.75,86.46,11.11,705.61,100,右偏（高客单价拉高均值）
2022-02,1,8,112.35,60.98,43.53,373.33,97.91,右偏（高客单价拉高均值）
2022-02,2,2,49.02,49.02,39.47,58.57,42.72,正态分布
2022-02,3,7,77.18,44.47,16.39,176.65,67.26,右偏（高客单价拉高均值）
2022-02,4,3,139.4,100.18,41.88,276.15,121.48,右偏（高客单价拉高均值）
2022-02,5,8,92.97,95.36,26.3,173.4,81.02,正态分布
2022-02,6,5,116.18,63.03,51.76,257.18,101.25,右偏（高客单价拉高均值）
2022-02,7,7,69.64,80.02,15.73,118.05,60.69,正态分布
2022-02,8,6,121.27,14.82,7.04,526.68,105.68,右偏（高客单价拉高均值）
2022-02,9,5,358.78,119.53,43.66,867.66,312.66,右偏（高客单价拉高均值）
2022-02,10,3,33.5,26.54,19.7,54.25,29.19,右偏（高客单价拉高均值）
2022-02,11,4,124.81,125.97,83.55,163.74,108.77,正态分布
2022-02,12,6,85.2,97.79,17.14,136.73,74.25,正态分布
2022-02,13,2,46.26,46.26,24.16,68.36,40.31,正态分布
2022-02,14,4,224.71,131.12,56.27,580.33,195.83,右偏（高客单价拉高均值）
2022-02,15,3,105.73,105.07,56.89,155.23,92.14,正态分布
2022-02,16,8,78.15,68.81,18.08,159.49,68.1,正态分布
2022-02,17,3,116.01,76.51,21.75,249.76,101.1,右偏（高客单价拉高均值）
2022-02,18,5,178.89,161.02,102.71,292.57,155.9,正态分布
2022-02,19,7,279.55,144.54,48.93,889.65,243.62,右偏（高客单价拉高均值）
2022-02,20,2,199.69,199.69,141.7,257.67,174.02,正态分布
2022-02,21,8,116.18,101.09,27.36,253.1,101.25,正态分布
2022-02,22,8,141.71,64.84,19.56,500.69,123.49,右偏（高客单价拉高均值）
2022-02,23,3,84.16,62.79,46.99,142.7,73.34,右偏（高客单价拉高均值）
2022-02,24,7,104.05,62.23,30.52,201.89,90.68,右偏（高客单价拉高均值）
2022-02,25,2,116.15,116.15,42.31,189.99,101.22,正态分布
2022-02,26,5,183.57,58.98,20.77,736.74,159.97,右偏（高客单价拉高均值）
2022-02,27,3,64.66,77.72,32.49,83.76,56.35,左偏（低客单价拉低均值）
2022-02,28,3,222.87,103.44,70.19,494.97,194.22,右偏（高客单价拉高均值）
2022-02,29,3,107.3,106.84,97.38,117.68,93.51,正态分布
2022-02,30,5,23.37,19.8,13.91,41.46,20.37,正态分布
2022-02,31,4,147.96,97.68,32.78,363.7,128.94,右偏（高客单价拉高均值）
2022-02,32,6,93.17,90.57,26.69,153.69,81.19,正态分布
2022-02,33,5,109.78,119.5,64.58,152.94,95.67,正态分布
2022-02,34,4,77.24,79.63,58.75,90.96,67.31,正态分布
2022-02,35,4,199.52,160.01,31.52,446.55,173.87,右偏（高客单价拉高均值）
2022-02,36,5,93.97,88.37,33.39,174.1,81.89,正态分布
2022-02,37,6,61.27,47.44,15.16,155.92,53.39,右偏（高客单价拉高均值）
2022-02,38,5,148.57,66.74,25.08,491.61,129.47,右偏（高客单价拉高均值）
2022-02,39,8,100.65,54.3,30.68,230.31,87.71,右偏（高客单价拉高均值）
2022-02,40,5,351.07,91.56,24.3,1395.69,305.94,右偏（高客单价拉高均值）
2022-02,41,3,66.83,68.64,55.79,76.06,58.24,正态分布
2022-02,42,4,59.02,61.33,32.15,81.25,51.43,正态分布
2022-02,43,4,67.71,66.74,50.42,86.94,59.01,正态分布
2022-02,44,6,175.85,76.44,31.58,660.33,153.25,右偏（高客单价拉高均值）
2022-02,45,6,154.28,103.77,38.67,445.04,134.45,右偏（高客单价拉高均值）
2022-02,46,3,189.5,185.53,66.54,316.44,165.14,正态分布
2022-02,47,7,124.46,72.17,13.07,272.43,108.46,右偏（高客单价拉高均值）
2022-02,48,7,199.95,125.89,39.63,667.97,174.25,右偏（高客单价拉高均值）
2022-02,49,4,254.4,72.02,44.12,829.45,221.7,右偏（高客单价拉高均值）
2022-03,0,109,134.26,87.72,9.57,629.84,100,右偏（高客单价拉高均值）
2022-03,1,4,76.87,79.57,41,107.33,57.25,正态分布
2022-03,2,3,161.95,177.47,114.03,194.34,120.62,正态分布
2022-03,3,4,184.99,174.69,117.12,273.47,137.78,正态分布
2022-03,4,5,134.55,88.49,22.95,341.12,100.22,右偏（高客单价拉高均值）
2022-03,5,5,97.5,84.19,22.8,251.51,72.62,正态分布
2022-03,6,6,168.34,124.67,22.56,478.26,125.38,右偏（高客单价拉高均值）
2022-03,7,7,186.83,124.06,45.3,578.48,139.16,右偏（高客单价拉高均值）
2022-03,8,8,164.59,141.71,30.3,455.92,122.59,正态分布
2022-03,9,7,80.13,66.6,36.09,161,59.68,右偏（高客单价拉高均值）
2022-03,10,4,147.78,117.17,82.3,274.49,110.07,右偏（高客单价拉高均值）
2022-03,11,4,120.09,130.29,18.56,201.24,89.45,正态分布
2022-03,12,2,161.42,161.42,55.15,267.7,120.23,正态分布
2022-03,13,3,98.78,116.55,41.48,138.3,73.57,正态分布
2022-03,14,1,47.28,47.28,47.28,47.28,35.22,正态分布
2022-03,15,5,69.54,71.64,25.97,111,51.8,正态分布
2022-03,16,3,65.9,72.41,20.28,105.02,49.08,正态分布
2022-03,17,4,128.73,116.52,68.39,213.5,95.88,正态分布
2022-03,18,6,152.38,49.68,29.42,558.53,113.5,右偏（高客单价拉高均值）
2022-03,19,4,60.15,57.88,44.42,80.42,44.8,正态分布
2022-03,20,3,45.2,54.07,17.02,64.5,33.67,正态分布
2022-03,21,2,126.88,126.88,124.01,129.75,94.5,正态分布
2022-03,22,5,119.1,127.04,43.38,223.39,88.71,正态分布
2022-03,23,2,130.41,130.41,46.36,214.45,97.13,正态分布
2022-03,24,7,218.38,93.2,39.21,733.11,162.65,右偏（高客单价拉高均值）
2022-03,25,5,128.54,112.66,63.7,224.37,95.74,正态分布
2022-03,26,4,451.76,215.87,80.78,1294.52,336.48,右偏（高客单价拉高均值）
2022-03,27,3,181.07,128.54,72.52,342.16,134.87,右偏（高客单价拉高均值）
2022-03,28,5,137.74,61.04,32.08,468.92,102.59,右偏（高客单价拉高均值）
2022-03,29,4,96.78,85.5,61.35,154.74,72.08,正态分布
2022-03,30,4,67.67,39.97,32.92,157.82,50.4,右偏（高客单价拉高均值）
2022-03,31,1,97.53,97.53,97.53,97.53,72.64,正态分布
2022-03,32,1,28.97,28.97,28.97,28.97,21.58,正态分布
2022-03,33,3,86.25,120.48,16.41,121.86,64.24,左偏（低客单价拉低均值）
2022-03,34,8,108.37,74.48,44.67,350.63,80.72,右偏（高客单价拉高均值）
2022-03,35,6,261.27,164.44,58.06,571.56,194.6,右偏（高客单价拉高均值）
2022-03,36,3,102.45,76.15,28.14,203.07,76.31,右偏（高客单价拉高均值）
2022-03,37,10,79.54,84.34,28.15,155.66,59.24,正态分布
2022-03,38,4,99.67,79.29,9.8,230.3,74.24,右偏（高客单价拉高均值）
2022-03,39,11,209.23,123.32,15.43,980.58,155.84,右偏（高客单价拉高均值）
2022-03,40,2,113.84,113.84,57.71,169.97,84.79,正态分布
2022-03,41,4,80.72,52.75,22.57,194.82,60.12,右偏（高客单价拉高均值）
2022-03,42,4,48.58,55.16,13.38,70.63,36.18,正态分布
2022-03,43,3,94.13,112.24,30.81,139.34,70.11,正态分布
2022-03,44,7,100.55,52.68,39.45,388.56,74.89,右偏（高客单价拉高均值）
2022-03,45,8,175.01,156.63,23.35,436.71,130.35,正态分布
2022-03,46,7,129.74,156.63,15.12,262.43,96.63,左偏（低客单价拉低均值）
2022-03,47,4,111.93,132.98,38.85,142.92,83.37,正态分布
2022-03,48,2,140.26,140.26,102.39,178.14,104.47,正态分布
2022-04,0,109,138.33,89.21,10.18,668.43,100,右偏（高客单价拉高均值）
2022-04,1,7,111.4,110.55,32.59,263.39,80.53,正态分布
2022-04,2,4,143.14,64.83,22.72,420.16,103.48,右偏（高客单价拉高均值）
2022-04,3,3,32.48,29.62,23.24,44.57,23.48,正态分布
