customer_id,country,age,gender,membership_tier,registration_to_now_date,registration_date,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,reviews_given,avg_review_score,return_rate,returns_made,wishlist_items,newsletter_subscribed,churned,age_group,registration_year,monthly_orders,monthly_spend
C04734,United States,50,Female,Free,147,2025/12/2,21,1104.21,55.26,26,Electronics,Mobile,Debit Card,Email Campaign,5,3.5,0.095,2,0,1,0,>45,5,4.29,225.35
C03054,United States,30,Male,Gold,649,2024/7/18,13,1103.4,91.55,117,Clothing & Apparel,Mobile,Credit Card,Direct,2,3.9,0.077,1,5,1,0,25-35,22,0.6,51
C01707,India,18,Male,Free,478,2025/1/5,18,1102.51,69.91,122,Electronics,Desktop,Credit Card,Paid Ad,6,4,0,0,5,0,0,<25,16,1.13,69.2
C00287,Brazil,45,Female,Gold,125,2025/12/24,13,1102.43,78.82,75,Clothing & Apparel,Mobile,Credit Card,Social Media,2,4.3,0.077,1,6,1,0,36-45,4,3.12,264.58
C00524,India,39,Female,Free,479,2025/1/4,11,1102.2,94.73,25,Clothing & Apparel,Mobile,UPI / Digital Wallet,Social Media,1,4.5,0,0,4,1,0,36-45,16,0.69,69.03
C02796,United States,34,Male,Free,1039,2023/6/24,12,1100.94,91.44,158,Clothing & Apparel,Desktop,Debit Card,Email Campaign,3,4.2,0,0,1,0,0,25-35,35,0.35,31.79
C00631,France,27,Female,Silver,203,2025/10/7,15,1100.79,75.33,69,Sports & Outdoors,Desktop,UPI / Digital Wallet,Paid Ad,4,4.2,0.133,2,1,0,0,25-35,7,2.22,162.68
C05217,United States,38,Female,Silver,1214,2022/12/31,6,1100.44,209.85,9,Books,Desktop,Debit Card,Social Media,1,4.2,0,0,3,1,0,36-45,40,0.15,27.19
C00942,United States,52,Male,Free,221,2025/9/19,17,1100.38,66.06,7,Beauty & Personal Care,Desktop,Credit Card,Direct,0,4.8,0,0,1,1,0,>45,7,2.31,149.37
C05322,India,38,Female,Free,1473,2022/4/16,33,1098.69,30.74,64,Sports & Outdoors,Desktop,PayPal,Organic Search,4,3.7,0.121,4,10,1,0,36-45,49,0.67,22.38
C06880,India,54,Female,Silver,168,2025/11/11,26,1098.42,48.99,26,Home & Kitchen,Mobile,PayPal,Direct,5,3.8,0.115,3,6,1,0,>45,6,4.64,196.15
C02525,Australia,18,Male,Free,1887,2021/2/26,6,1098.29,182.94,108,Clothing & Apparel,Tablet,PayPal,Direct,1,4.8,0,0,21,1,0,<25,63,0.1,17.46
C07807,United States,49,Female,Free,407,2025/3/17,9,1098.18,117.01,15,Clothing & Apparel,Tablet,PayPal,Organic Search,2,4.2,0,0,11,0,0,>45,14,0.66,80.95
C00852,India,18,Male,Free,710,2024/5/18,9,1098.08,141.93,30,Clothing & Apparel,Mobile,Debit Card,Paid Ad,1,4.3,0,0,0,0,0,<25,24,0.38,46.4
C05550,France,18,Male,Silver,1321,2022/9/15,10,1097.97,103.41,40,Clothing & Apparel,Mobile,Debit Card,Organic Search,2,3.8,0,0,4,1,0,<25,44,0.23,24.93
C05241,France,34,Female,Free,784,2024/3/5,8,1097.94,157.94,146,Home & Kitchen,Mobile,Debit Card,Social Media,0,4.1,0,0,5,1,0,25-35,26,0.31,42.01
C07192,United States,20,Male,Free,496,2024/12/18,17,1096.86,62.74,73,Food & Grocery,Desktop,PayPal,Organic Search,2,4.5,0.059,1,5,1,0,<25,17,1.03,66.34
C03774,United Kingdom,18,Female,Gold,597,2024/9/8,16,1095.79,61.65,202,Electronics,Desktop,Credit Card,Direct,5,3.4,0,0,2,1,1,<25,20,0.8,55.06
C05993,France,39,Male,Free,845,2024/1/4,42,1095.3,23.57,9,Beauty & Personal Care,Desktop,UPI / Digital Wallet,Paid Ad,2,3.5,0.071,3,12,1,0,36-45,28,1.49,38.89
C01260,France,20,Male,Free,280,2025/7/22,31,1095.23,40.99,136,Food & Grocery,Mobile,Credit Card,Email Campaign,2,4.6,0.097,3,2,0,0,<25,9,3.32,117.35
C00166,India,53,Female,Gold,213,2025/9/27,8,1094.93,138.82,38,Electronics,Desktop,Credit Card,Organic Search,3,4.3,0,0,9,0,0,>45,7,1.13,154.22
C04063,Canada,33,Male,Silver,563,2024/10/12,36,1094.52,28.44,29,Pet Supplies,Desktop,Debit Card,Paid Ad,2,4.9,0,0,9,1,0,25-35,19,1.92,58.32
C07313,United Kingdom,32,Female,Gold,59,2026/2/28,6,1092.94,171.29,67,Electronics,Tablet,Credit Card,Organic Search,1,4.8,0,0,2,1,0,25-35,2,3.05,555.73
C06279,United States,39,Female,Silver,193,2025/10/17,24,1092.1,51.95,1,Clothing & Apparel,Desktop,Credit Card,Referral,6,4.3,0.083,2,3,0,0,36-45,6,3.73,169.76
C01907,Canada,25,Other,Free,467,2025/1/16,12,1090.45,82.25,110,Clothing & Apparel,Mobile,Debit Card,Direct,1,4.4,0,0,14,0,0,25-35,16,0.77,70.05
C05151,Japan,63,Female,Free,244,2025/8/27,4,1089.74,261.16,6,Automotive,Tablet,Credit Card,Paid Ad,0,4,0,0,0,0,0,>45,8,0.49,133.98
C06335,Brazil,46,Female,Free,784,2024/3/5,16,1089.59,67.77,21,Clothing & Apparel,Mobile,Credit Card,Social Media,2,4.5,0.125,2,3,1,0,>45,26,0.61,41.69
C02921,United States,43,Female,Silver,144,2025/12/5,7,1089.25,150.04,13,Clothing & Apparel,Mobile,PayPal,Social Media,0,4,0.143,1,1,0,1,36-45,5,1.46,226.93
C03660,United States,59,Female,Platinum,83,2026/2/4,3,1088.89,421.16,5,Clothing & Apparel,Mobile,Debit Card,Organic Search,0,2.5,0,0,7,0,0,>45,3,1.08,393.57
C04135,Germany,32,Male,Silver,435,2025/2/17,17,1088.61,65.41,126,Toys & Games,Mobile,Credit Card,Paid Ad,3,3.1,0.118,2,5,0,0,25-35,15,1.17,75.08
C07328,Netherlands,50,Female,Free,1098,2023/4/26,10,1088.6,100.43,108,Clothing & Apparel,Tablet,PayPal,Paid Ad,2,4.6,0,0,2,0,0,>45,37,0.27,29.74
C01962,United States,39,Male,Free,543,2024/11/1,6,1088.2,200.65,52,Electronics,Desktop,Debit Card,Email Campaign,2,4.3,0,0,8,1,0,36-45,18,0.33,60.12
C02485,Australia,18,Male,Silver,996,2023/8/6,13,1087.96,78.01,2,Beauty & Personal Care,Mobile,Credit Card,Social Media,4,4.8,0,0,4,1,0,<25,33,0.39,32.77
C02118,United States,26,Female,Free,202,2025/10/8,21,1087.73,46.08,41,Clothing & Apparel,Tablet,Debit Card,Organic Search,2,4.5,0.095,2,14,1,0,25-35,7,3.12,161.54
C03092,Mexico,30,Female,Gold,866,2023/12/14,20,1087.26,62.19,196,Books,Mobile,Credit Card,Direct,3,3.7,0,0,0,1,1,25-35,29,0.69,37.66
C02674,Italy,32,Male,Silver,497,2024/12/17,16,1086.95,70.06,43,Clothing & Apparel,Mobile,PayPal,Paid Ad,6,3.9,0.063,1,1,0,0,25-35,17,0.97,65.61
C05587,Japan,46,Male,Gold,318,2025/6/14,6,1086.88,197.91,44,Beauty & Personal Care,Mobile,Debit Card,Paid Ad,0,4.3,0,0,6,0,0,>45,11,0.57,102.54
C02940,United States,18,Female,Free,815,2024/2/3,6,1086.44,157.55,99,Books,Desktop,Debit Card,Paid Ad,1,4.1,0,0,5,1,0,<25,27,0.22,39.99
C05916,United States,49,Female,Gold,205,2025/10/5,40,1085.27,30.45,28,Books,Desktop,Credit Card,Direct,6,3.5,0.075,3,8,1,0,>45,7,5.85,158.82
C06515,United States,30,Male,Gold,399,2025/3/25,14,1085.16,79.23,94,Toys & Games,Desktop,PayPal,Social Media,3,4.4,0.071,1,0,0,0,25-35,13,1.05,81.59
C02860,United States,47,Female,Free,595,2024/9/10,10,1084.31,97.76,145,Electronics,Mobile,Debit Card,Social Media,3,3.8,0,0,2,1,0,>45,20,0.5,54.67
C04085,Netherlands,35,Female,Free,188,2025/10/22,23,1083.41,43.74,67,Home & Kitchen,Mobile,Debit Card,Email Campaign,3,4.5,0.043,1,4,0,0,25-35,6,3.67,172.88
C06474,France,18,Male,Free,589,2024/9/16,16,1082.92,64.82,62,Home & Kitchen,Desktop,Credit Card,Social Media,3,4.2,0,0,2,1,0,<25,20,0.81,55.16
C00652,India,19,Male,Gold,167,2025/11/12,26,1082.64,47.21,69,Electronics,Mobile,PayPal,Paid Ad,8,3.7,0.077,2,29,1,0,<25,6,4.67,194.49
C06013,India,35,Female,Free,902,2023/11/8,31,1081.9,32.66,1,Toys & Games,Mobile,Credit Card,Paid Ad,7,4.7,0.065,2,7,1,0,25-35,30,1.03,35.98
C05941,United Kingdom,22,Other,Free,2075,2020/8/22,17,1081.43,68.76,152,Electronics,Mobile,PayPal,Direct,2,3.9,0.059,1,0,1,0,<25,69,0.25,15.64
C04632,India,36,Male,Free,359,2025/5/4,18,1081.38,70.1,222,Clothing & Apparel,Desktop,PayPal,Referral,2,2.7,0.111,2,0,1,0,36-45,12,1.5,90.37
C05653,United States,53,Female,Free,424,2025/2/28,29,1080.63,41.43,120,Electronics,Mobile,Credit Card,Social Media,7,4.4,0.034,1,1,0,0,>45,14,2.05,76.46
C02039,United States,48,Female,Platinum,1704,2021/8/28,15,1080.46,65.25,26,Home & Kitchen,Mobile,Debit Card,Direct,4,3.5,0,0,0,1,0,>45,57,0.26,19.02
C01315,United States,39,Male,Silver,243,2025/8/28,20,1080.14,50.45,92,Electronics,Mobile,Credit Card,Social Media,7,4.5,0,0,1,1,0,36-45,8,2.47,133.35
C04356,United Kingdom,46,Male,Free,73,2026/2/14,25,1080.13,47.18,77,Electronics,Mobile,Debit Card,Referral,3,4.4,0.12,3,2,0,0,>45,2,10.27,443.89
C03060,United States,18,Male,Gold,255,2025/8/16,9,1079.87,110.15,72,Clothing & Apparel,Mobile,PayPal,Email Campaign,1,4.7,0,0,24,0,1,<25,9,1.06,127.04
C02592,South Africa,35,Female,Free,834,2024/1/15,25,1079.31,40.87,72,Electronics,Desktop,Debit Card,Social Media,2,3.9,0.12,3,6,0,0,25-35,28,0.9,38.82
C05590,United Kingdom,38,Female,Gold,308,2025/6/24,22,1078.89,45.28,12,Clothing & Apparel,Mobile,Bank Transfer,Direct,6,4.6,0.045,1,2,0,0,36-45,10,2.14,105.09
C06544,India,18,Female,Gold,276,2025/7/26,7,1078.13,147.49,14,Clothing & Apparel,Mobile,PayPal,Organic Search,0,4,0,0,1,0,0,<25,9,0.76,117.19
C06263,United States,40,Male,Free,692,2024/6/5,64,1078.06,19.01,0,Books,Mobile,Credit Card,Email Campaign,24,4,0.063,4,12,0,0,36-45,23,2.77,46.74
C07478,Japan,59,Female,Gold,774,2024/3/15,19,1077.61,62.29,13,Beauty & Personal Care,Mobile,PayPal,Email Campaign,5,4.1,0,0,1,0,0,>45,26,0.74,41.77
C04756,United States,30,Female,Free,345,2025/5/18,6,1076.94,201.38,38,Sports & Outdoors,Desktop,Credit Card,Social Media,0,4.5,0,0,3,1,0,25-35,12,0.52,93.65
C06480,United Kingdom,35,Male,Silver,231,2025/9/9,15,1075.94,83.48,6,Electronics,Desktop,Bank Transfer,Email Campaign,3,4.3,0,0,1,1,0,25-35,8,1.95,139.73
C07764,Australia,49,Female,Free,1276,2022/10/30,11,1075.7,93.63,14,Toys & Games,Mobile,Credit Card,Paid Ad,2,4.4,0.091,1,5,1,0,>45,43,0.26,25.29
C04055,Canada,40,Female,Silver,130,2025/12/19,5,1075.52,202.63,69,Travel & Luggage,Mobile,Credit Card,Organic Search,1,4,0,0,1,1,0,36-45,4,1.15,248.2
C07374,United States,45,Female,Free,498,2024/12/16,21,1075.28,56.12,83,Electronics,Mobile,UPI / Digital Wallet,Organic Search,6,4.5,0.143,3,3,0,0,36-45,17,1.27,64.78
C04164,United States,34,Female,Free,95,2026/1/23,12,1074.65,97.26,67,Electronics,Mobile,Buy Now Pay Later,Email Campaign,2,4.6,0,0,3,0,0,25-35,3,3.79,339.36
C01916,Poland,27,Female,Free,741,2024/4/17,30,1073.67,39.34,51,Electronics,Mobile,PayPal,Organic Search,8,3.3,0.033,1,1,1,1,25-35,25,1.21,43.47
C06867,Germany,29,Male,Free,62,2026/2/25,30,1073.02,34.39,108,Toys & Games,Mobile,PayPal,Direct,5,3.1,0.033,1,3,1,0,25-35,2,14.52,519.2
C01053,United States,20,Female,Free,530,2024/11/14,17,1072.96,65.03,19,Beauty & Personal Care,Tablet,PayPal,Organic Search,1,4,0.059,1,0,1,0,<25,18,0.96,60.73
C06105,United States,48,Other,Platinum,43,2026/3/16,11,1072.85,87.05,418,Clothing & Apparel,Desktop,Credit Card,Email Campaign,2,4.7,0.091,1,9,1,0,>45,1,7.67,748.5
C03099,United States,18,Male,Gold,438,2025/2/14,19,1072.83,50.96,18,Home & Kitchen,Mobile,Debit Card,Social Media,5,4.5,0.053,1,4,1,0,<25,15,1.3,73.48
C04311,Sweden,18,Male,Gold,1245,2022/11/30,6,1072.34,172.73,10,Home & Kitchen,Mobile,Debit Card,Organic Search,1,4.6,0,0,5,0,0,<25,42,0.14,25.84
C01806,India,57,Male,Gold,856,2023/12/24,10,1071.59,110.2,90,Beauty & Personal Care,Mobile,UPI / Digital Wallet,Paid Ad,1,3.9,0,0,9,0,0,>45,29,0.35,37.56
C01404,India,43,Male,Platinum,406,2025/3/18,7,1071.16,149.48,99,Clothing & Apparel,Tablet,PayPal,Organic Search,0,4.3,0,0,13,1,0,36-45,14,0.52,79.15
C07416,United States,32,Female,Silver,678,2024/6/19,11,1070.98,114.41,6,Beauty & Personal Care,Desktop,Debit Card,Social Media,1,4.2,0.091,1,1,1,0,25-35,23,0.49,47.39
C03273,United States,18,Female,Silver,479,2025/1/4,24,1070.95,39.88,92,Electronics,Mobile,UPI / Digital Wallet,Organic Search,5,4.8,0,0,1,1,0,<25,16,1.5,67.07
C05965,Netherlands,36,Male,Free,260,2025/8/11,19,1069.33,65.92,58,Clothing & Apparel,Desktop,Cryptocurrency,Paid Ad,2,3.7,0.053,1,2,1,0,36-45,9,2.19,123.38
C03443,India,18,Male,Gold,370,2025/4/23,44,1069.24,23.03,36,Office Supplies,Desktop,Credit Card,Paid Ad,11,3.9,0,0,3,1,0,<25,12,3.57,86.7
C01642,United Kingdom,31,Female,Free,685,2024/6/12,49,1069.05,24.31,65,Electronics,Desktop,Credit Card,Email Campaign,9,4.3,0.02,1,5,1,0,25-35,23,2.15,46.82
C03069,South Africa,40,Female,Silver,593,2024/9/12,14,1068.19,79.42,2,Electronics,Tablet,Credit Card,Direct,5,3.9,0,0,1,0,0,36-45,20,0.71,54.04
C01853,Mexico,43,Female,Gold,440,2025/2/12,8,1067.75,148.89,157,Office Supplies,Desktop,Credit Card,Organic Search,0,4.4,0,0,1,1,0,36-45,15,0.55,72.8
C02270,South Korea,26,Female,Free,664,2024/7/3,8,1067.12,122.53,13,Books,Desktop,Credit Card,Organic Search,1,3.9,0,0,0,1,0,25-35,22,0.36,48.21
C04592,Germany,25,Female,Platinum,565,2024/10/10,17,1067.12,72.28,0,Beauty & Personal Care,Mobile,Credit Card,Social Media,4,4.3,0,0,0,0,0,25-35,19,0.9,56.66
C04392,United States,31,Female,Free,587,2024/9/18,9,1066.72,113.26,14,Sports & Outdoors,Mobile,Credit Card,Referral,2,4.5,0,0,1,1,0,25-35,20,0.46,54.52
C00537,South Korea,18,Male,Gold,219,2025/9/21,20,1066.71,47.48,10,Food & Grocery,Desktop,Credit Card,Organic Search,4,4.7,0.05,1,1,1,0,<25,7,2.74,146.12
C00518,United Kingdom,32,Male,Free,558,2024/10/17,27,1066.39,35.8,46,Clothing & Apparel,Mobile,Bank Transfer,Organic Search,7,4,0.111,3,0,1,0,25-35,19,1.45,57.33
C05670,United States,18,Male,Silver,591,2024/9/14,9,1064.21,104.51,139,Pet Supplies,Mobile,UPI / Digital Wallet,Email Campaign,2,4.4,0,0,0,1,0,<25,20,0.46,54.02
C07355,United States,20,Female,Free,1009,2023/7/24,26,1062.98,44.12,55,Sports & Outdoors,Mobile,Bank Transfer,Email Campaign,8,4.6,0.077,2,0,1,0,<25,34,0.77,31.6
C04964,United States,43,Female,Silver,1238,2022/12/7,9,1062.88,120.7,4,Clothing & Apparel,Tablet,Debit Card,Email Campaign,3,4.1,0,0,6,0,0,36-45,41,0.22,25.76
C00780,France,18,Male,Silver,54,2026/3/5,22,1062.61,51.24,1,Electronics,Mobile,Debit Card,Email Campaign,1,3.9,0.045,1,5,0,0,<25,2,12.22,590.34
C07619,Brazil,38,Male,Silver,519,2024/11/25,8,1062.56,154.31,192,Electronics,Tablet,UPI / Digital Wallet,Social Media,2,3.4,0,0,10,1,0,36-45,17,0.46,61.42
C00727,Mexico,42,Male,Free,404,2025/3/20,6,1062.47,205.37,44,Electronics,Desktop,Buy Now Pay Later,Direct,1,4.2,0,0,1,1,0,36-45,13,0.45,78.9
C07643,Sweden,36,Female,Silver,840,2024/1/9,19,1062.42,64.99,108,Electronics,Desktop,PayPal,Social Media,7,3.3,0,0,2,0,0,36-45,28,0.68,37.94
C03500,Australia,47,Male,Platinum,987,2023/8/15,13,1061.85,74.87,48,Clothing & Apparel,Desktop,PayPal,Organic Search,2,4.5,0.077,1,1,1,0,>45,33,0.4,32.28
C06384,Turkey,30,Female,Free,425,2025/2/27,20,1061.8,51.22,62,Health & Wellness,Mobile,Credit Card,Direct,6,3.7,0,0,11,1,0,25-35,14,1.41,74.95
C04989,Turkey,22,Female,Free,379,2025/4/14,36,1061.64,32.74,70,Electronics,Tablet,Credit Card,Paid Ad,4,3.7,0.083,3,0,0,0,<25,13,2.85,84.03
C07561,France,54,Male,Gold,914,2023/10/27,14,1061.36,71.3,32,Travel & Luggage,Desktop,Credit Card,Direct,2,4.4,0.071,1,10,1,0,>45,30,0.46,34.84
C06488,Poland,25,Female,Gold,1669,2021/10/2,19,1060.99,50.3,127,Health & Wellness,Mobile,Credit Card,Paid Ad,5,3.8,0.053,1,15,0,0,25-35,56,0.34,19.07
C00052,Germany,20,Male,Silver,363,2025/4/30,15,1060.97,81.51,4,Food & Grocery,Desktop,Credit Card,Paid Ad,2,3.5,0,0,0,1,0,<25,12,1.24,87.68
C03302,Singapore,41,Female,Free,278,2025/7/24,9,1060.82,118.74,6,Toys & Games,Mobile,Debit Card,Paid Ad,0,4.1,0.111,1,5,1,0,36-45,9,0.97,114.48
C00183,United States,42,Female,Free,383,2025/4/10,35,1060.74,34.97,97,Clothing & Apparel,Desktop,Credit Card,Direct,6,3.1,0.114,4,1,1,0,36-45,13,2.74,83.09
C05836,France,18,Female,Free,1617,2021/11/23,18,1060.51,66.46,188,Automotive,Mobile,Credit Card,Direct,6,3.5,0.056,1,1,0,1,<25,54,0.33,19.68
C01149,United States,43,Female,Free,359,2025/5/4,13,1060.26,79.15,75,Food & Grocery,Tablet,UPI / Digital Wallet,Organic Search,2,4,0,0,0,1,0,36-45,12,1.09,88.6
C07772,United States,29,Female,Gold,86,2026/2/1,18,1059.64,59.61,2,Clothing & Apparel,Mobile,UPI / Digital Wallet,Email Campaign,1,3.8,0.056,1,1,0,0,25-35,3,6.28,369.64
C04038,United States,23,Male,Free,520,2024/11/24,25,1058.13,43.73,101,Food & Grocery,Mobile,Credit Card,Organic Search,5,4.7,0.12,3,0,0,0,<25,17,1.44,61.05
C06783,United States,49,Male,Gold,932,2023/10/9,14,1057.69,73.65,90,Beauty & Personal Care,Desktop,Debit Card,Organic Search,3,3,0.071,1,2,1,0,>45,31,0.45,34.05
C02355,Mexico,43,Male,Silver,150,2025/11/29,14,1057.69,83.08,44,Clothing & Apparel,Desktop,Credit Card,Social Media,1,4.1,0,0,19,1,0,36-45,5,2.8,211.54
C01926,UAE,27,Male,Free,647,2024/7/20,31,1057.49,32.81,147,Books,Mobile,PayPal,Social Media,3,4.3,0.032,1,0,0,0,25-35,22,1.44,49.03
C02227,United States,33,Male,Silver,155,2025/11/24,7,1056.77,150.97,26,Beauty & Personal Care,Mobile,Credit Card,Social Media,2,3.4,0.143,1,9,1,0,25-35,5,1.35,204.54
C00463,United States,24,Male,Silver,229,2025/9/11,10,1056.48,109.57,131,Toys & Games,Mobile,Credit Card,Social Media,3,4,0.1,1,5,1,0,<25,8,1.31,138.4
C00862,United States,39,Male,Free,627,2024/8/9,11,1056.05,85.01,3,Sports & Outdoors,Desktop,Debit Card,Paid Ad,3,4,0.091,1,1,1,0,36-45,21,0.53,50.53
C00655,India,21,Male,Gold,569,2024/10/6,19,1055.71,63.4,3,Travel & Luggage,Mobile,UPI / Digital Wallet,Direct,5,4.9,0.105,2,4,1,0,<25,19,1,55.66
C06000,United States,41,Female,Free,1182,2023/2/1,21,1055.57,52.45,42,Electronics,Tablet,Debit Card,Organic Search,6,4.3,0.095,2,1,1,0,36-45,39,0.53,26.79
C05733,South Korea,43,Male,Free,210,2025/9/30,19,1055.15,49.59,99,Jewelry & Accessories,Desktop,Credit Card,Direct,5,4.6,0.105,2,6,1,0,36-45,7,2.71,150.74
C03430,India,19,Male,Gold,511,2024/12/3,25,1055,48.67,26,Food & Grocery,Mobile,Credit Card,Social Media,6,4.8,0.08,2,9,0,0,<25,17,1.47,61.94
C07210,India,25,Male,Free,1966,2020/12/9,9,1054.85,108.6,36,Toys & Games,Desktop,UPI / Digital Wallet,Organic Search,1,3.9,0.111,1,0,0,1,25-35,66,0.14,16.1
C03304,India,48,Male,Gold,639,2024/7/28,22,1054.46,52.5,12,Electronics,Desktop,Credit Card,Social Media,4,4.7,0.091,2,3,1,0,>45,21,1.03,49.51
C06940,India,39,Female,Silver,1219,2022/12/26,41,1054.36,22.79,21,Jewelry & Accessories,Mobile,PayPal,Social Media,5,4.5,0.098,4,2,1,0,36-45,41,1.01,25.95
C04745,United States,22,Female,Platinum,729,2024/4/29,6,1052.74,197.89,14,Electronics,Desktop,Debit Card,Social Media,0,4.8,0,0,1,1,0,<25,24,0.25,43.32
C00497,UAE,37,Male,Silver,1086,2023/5/8,15,1052.5,77.15,20,Health & Wellness,Mobile,PayPal,Organic Search,4,3.9,0.067,1,4,0,0,36-45,36,0.41,29.07
C06472,United Kingdom,24,Female,Free,134,2025/12/15,13,1052.29,80.67,35,Home & Kitchen,Mobile,Debit Card,Organic Search,1,4.2,0.077,1,10,1,0,<25,4,2.91,235.59
C01178,United Kingdom,20,Female,Gold,394,2025/3/30,30,1050.49,31.3,18,Beauty & Personal Care,Tablet,PayPal,Organic Search,1,3.7,0.133,4,7,0,0,<25,13,2.28,79.99
C05228,United States,28,Female,Free,497,2024/12/17,5,1050.24,200.06,29,Toys & Games,Mobile,Credit Card,Organic Search,0,4.7,0,0,11,1,0,25-35,17,0.3,63.39
C02405,Australia,51,Female,Free,333,2025/5/30,8,1050.07,121.87,90,Automotive,Mobile,UPI / Digital Wallet,Paid Ad,0,4.6,0,0,15,1,1,>45,11,0.72,94.6
C06135,United Kingdom,35,Other,Silver,1710,2021/8/22,7,1049.82,130.95,25,Jewelry & Accessories,Desktop,Credit Card,Email Campaign,2,4.2,0,0,5,0,0,25-35,57,0.12,18.42
C02121,Japan,18,Male,Free,360,2025/5/3,13,1049.48,79.23,107,Beauty & Personal Care,Desktop,Credit Card,Referral,3,4.2,0.077,1,5,1,0,<25,12,1.08,87.46
C02865,Mexico,40,Female,Platinum,61,2026/2/26,16,1048.93,65.35,73,Pet Supplies,Tablet,Credit Card,Direct,6,3.9,0.063,1,14,1,0,36-45,2,7.87,515.87
C00311,India,40,Male,Free,295,2025/7/7,9,1048.67,105.87,132,Beauty & Personal Care,Desktop,Credit Card,Social Media,1,4.4,0,0,0,1,0,36-45,10,0.92,106.64
C02848,Germany,53,Female,Silver,584,2024/9/21,24,1048.22,38,56,Electronics,Mobile,Debit Card,Direct,8,4.4,0.083,2,1,0,0,>45,19,1.23,53.85
C05048,Sweden,27,Female,Silver,259,2025/8/12,18,1048.02,53.07,109,Electronics,Desktop,Credit Card,Social Media,5,4.6,0.056,1,5,1,0,25-35,9,2.08,121.39
C01647,Germany,35,Female,Gold,622,2024/8/14,31,1047.32,33.8,52,Electronics,Mobile,Credit Card,Social Media,4,4.3,0.097,3,1,1,0,25-35,21,1.5,50.51
C06310,Canada,31,Female,Free,279,2025/7/23,8,1046.48,120.03,25,Books,Mobile,Credit Card,Organic Search,2,4.2,0,0,3,0,0,25-35,9,0.86,112.52
C03213,United Kingdom,28,Female,Free,546,2024/10/29,7,1046.17,143.64,44,Automotive,Tablet,PayPal,Email Campaign,2,4.6,0,0,2,0,0,25-35,18,0.38,57.48
C06727,United Kingdom,55,Female,Gold,332,2025/5/31,24,1046.14,41.85,218,Clothing & Apparel,Desktop,UPI / Digital Wallet,Direct,4,4.1,0.125,3,10,0,1,>45,11,2.17,94.53
C01130,United States,50,Female,Free,1084,2023/5/10,9,1045.83,118.03,216,Food & Grocery,Mobile,PayPal,Referral,1,4.5,0,0,4,0,1,>45,36,0.25,28.94
C03702,India,32,Male,Silver,864,2023/12/16,14,1045.72,73.64,32,Clothing & Apparel,Mobile,Credit Card,Organic Search,2,3.8,0.071,1,0,0,0,25-35,29,0.49,36.31
C07132,United States,18,Male,Silver,1659,2021/10/12,49,1044.89,21.71,56,Food & Grocery,Mobile,Credit Card,Email Campaign,7,4.8,0.102,5,0,1,0,<25,55,0.89,18.89
C04182,United States,30,Female,Silver,1476,2022/4/13,11,1044.69,98.72,186,Electronics,Desktop,Buy Now Pay Later,Email Campaign,2,3.3,0.091,1,1,1,0,25-35,49,0.22,21.23
C04224,Mexico,42,Female,Free,104,2026/1/14,21,1044.51,50.76,24,Toys & Games,Tablet,Credit Card,Social Media,4,4.3,0,0,1,0,0,36-45,3,6.06,301.3
C01299,India,51,Female,Platinum,534,2024/11/10,7,1044.48,137.23,193,Clothing & Apparel,Mobile,Credit Card,Paid Ad,0,3.9,0,0,1,1,1,>45,18,0.39,58.68
C07898,Brazil,32,Female,Silver,1094,2023/4/30,8,1043.91,136.97,277,Books,Mobile,Debit Card,Organic Search,2,4.5,0,0,2,1,1,25-35,36,0.22,28.63
C07736,Australia,34,Female,Free,466,2025/1/17,12,1043.48,98.85,20,Clothing & Apparel,Mobile,Bank Transfer,Paid Ad,1,4.1,0,0,5,1,1,25-35,16,0.77,67.18
C00251,United States,52,Female,Silver,230,2025/9/10,33,1042.99,35.46,124,Books,Mobile,Credit Card,Email Campaign,7,4.4,0,0,1,1,0,>45,8,4.3,136.04
C02010,India,18,Male,Silver,258,2025/8/13,26,1042.49,36.22,89,Clothing & Apparel,Mobile,Bank Transfer,Paid Ad,1,3.7,0,0,4,0,0,<25,9,3.02,121.22
C02724,Brazil,39,Male,Free,117,2026/1/1,12,1041.93,80.04,92,Office Supplies,Mobile,Debit Card,Organic Search,1,4.2,0.083,1,5,1,0,36-45,4,3.08,267.16
C00743,United Kingdom,57,Male,Free,1388,2022/7/10,14,1041.28,74.48,31,Electronics,Desktop,Credit Card,Organic Search,0,3.8,0,0,0,0,0,>45,46,0.3,22.51
C01192,United Kingdom,24,Other,Gold,395,2025/3/29,8,1041.25,121.12,176,Toys & Games,Desktop,UPI / Digital Wallet,Referral,2,4.3,0,0,6,0,0,<25,13,0.61,79.08
C02671,United States,28,Male,Gold,1070,2023/5/24,6,1040.36,181.35,15,Electronics,Mobile,PayPal,Organic Search,1,3.1,0,0,5,0,0,25-35,36,0.17,29.17
C06076,Germany,47,Male,Free,261,2025/8/10,55,1040.22,21.99,92,Jewelry & Accessories,Mobile,PayPal,Organic Search,20,4.6,0.109,6,5,0,0,>45,9,6.32,119.57
C05352,Netherlands,36,Female,Gold,103,2026/1/15,19,1040.22,60.74,187,Office Supplies,Mobile,Debit Card,Organic Search,6,4,0.053,1,0,1,0,36-45,3,5.53,302.98
